BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region008	NZ_CP026118.1	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region009	NZ_CP026118.1	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026119.1.region001	NZ_CP026119.1	Halobacillus litoralis strain strain	RiPP-like	RiPPs	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region001	NZ_WMET01000001	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region002	NZ_WMET01000001	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region003	NZ_WMET01000001	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region004	NZ_WMET01000001	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region005	NZ_WMET01000001	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region006	NZ_WMET01000001	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region007	NZ_WMET01000001	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMET01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000002.region001	NZ_WMEW01000002	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region001	NZ_WMEW01000005	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region002	NZ_WMEW01000005	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region003	NZ_WMEW01000005	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000009.region001	NZ_WMEW01000009	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000009.region002	NZ_WMEW01000009	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000013.region001	NZ_WMEW01000013	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMEW01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region001	NZ_WMEZ01000001	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region002	NZ_WMEZ01000001	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region003	NZ_WMEZ01000001	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region004	NZ_WMEZ01000001	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region005	NZ_WMEZ01000001	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000003.region001	NZ_WMEZ01000003	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000003.region002	NZ_WMEZ01000003	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000015.region001	NZ_WMEZ01000015	Halobacillus litoralis strain strain	RiPP-like.LAP	RiPPs	Halobacillus litoralis NZ_WMEZ01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000001.region001	NZ_WMFA01000001	Halobacillus litoralis strain strain	lassopeptide	RiPPs	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region001	NZ_WMFA01000002	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region002	NZ_WMFA01000002	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region003	NZ_WMFA01000002	Halobacillus litoralis strain strain	RiPP-like.LAP	RiPPs	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region004	NZ_WMFA01000002	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region005	NZ_WMFA01000002	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region006	NZ_WMFA01000002	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000004.region001	NZ_WMFA01000004	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000008.region001	NZ_WMFA01000008	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000017.region001	NZ_WMFA01000017	Halobacillus litoralis strain strain	cyclic-lactone-autoinducer	RiPPs	Halobacillus litoralis NZ_WMFA01.	
Halobacillus_litoralis_GCF_020171725.prokka-c00001_NZ_JAIV...region001	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_JAIVAJ.	
Halobacillus_litoralis_GCF_020171725.prokka-c00001_NZ_JAIV...region002	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVAJ.	
Halobacillus_litoralis_GCF_020171725.prokka-c00002_NZ_JAIV...region001	c00002_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVAJ.	
Halobacillus_litoralis_GCF_020171725.prokka-c00008_NZ_JAIV...region001	c00008_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVAJ.	
Halobacillus_litoralis_GCF_020171885.prokka-c00004_NZ_JAIV...region001	c00004_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00004_NZ_JAIV...region002	c00004_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00005_NZ_JAIV...region001	c00005_NZ_JAIV..	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00005_NZ_JAIV...region002	c00005_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00006_NZ_JAIV...region001	c00006_NZ_JAIV..	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00006_NZ_JAIV...region002	c00006_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020171885.prokka-c00007_NZ_JAIV...region001	c00007_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVAK.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region001	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region002	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region003	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region004	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region005	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region006	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVKN.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region001	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region002	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region003	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	RiPP-like.LAP	RiPPs	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region004	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region005	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region006	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region007	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	ectoine	Others	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region008	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_litoralis_GCF_020524085.prokka-c00002_NZ_JAIV...region001	c00002_NZ_JAIV..	Halobacillus litoralis strain strain	lassopeptide	RiPPs	Halobacillus litoralis NZ_JAIVKO.	
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region001	c00002_NZ_JACE..	Halobacillus locisalis strain strain	T3PKS	PKSother	Halobacillus locisalis NZ_JACEFG.	
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region002	c00002_NZ_JACE..	Halobacillus locisalis strain strain	betalactone	Others	Halobacillus locisalis NZ_JACEFG.	
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region003	c00002_NZ_JACE..	Halobacillus locisalis strain strain	terpene	Terpene	Halobacillus locisalis NZ_JACEFG.	
Halobacillus_locisalis_GCF_013694105.prokka-c00003_NZ_JACE...region001	c00003_NZ_JACE..	Halobacillus locisalis strain strain	siderophore	Others	Halobacillus locisalis NZ_JACEFG.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region001	NZ_CP020772.1	Halobacillus mangrovi strain strain	RiPP-like.LAP	RiPPs	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region002	NZ_CP020772.1	Halobacillus mangrovi strain strain	siderophore	Others	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region003	NZ_CP020772.1	Halobacillus mangrovi strain strain	T3PKS	PKSother	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region004	NZ_CP020772.1	Halobacillus mangrovi strain strain	betalactone	Others	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region005	NZ_CP020772.1	Halobacillus mangrovi strain strain	terpene	Terpene	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region006	NZ_CP020772.1	Halobacillus mangrovi strain strain	ectoine	Others	Halobacillus mangrovi NZ_CP0207.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region001	NZ_LT800499.1	Halobacillus massiliensis strain strain	RiPP-like.LAP	RiPPs	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region002	NZ_LT800499.1	Halobacillus massiliensis strain strain	siderophore	Others	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region003	NZ_LT800499.1	Halobacillus massiliensis strain strain	T3PKS	PKSother	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region004	NZ_LT800499.1	Halobacillus massiliensis strain strain	betalactone	Others	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region005	NZ_LT800499.1	Halobacillus massiliensis strain strain	terpene	Terpene	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region006	NZ_LT800499.1	Halobacillus massiliensis strain strain	ectoine	Others	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region007	NZ_LT800499.1	Halobacillus massiliensis strain strain	terpene	Terpene	Halobacillus massiliensis NZ_LT8004.	
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region001	NZ_SRJC01000001	Halobacillus salinus strain strain	T3PKS	PKSother	Halobacillus salinus NZ_SRJC01.	
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region002	NZ_SRJC01000001	Halobacillus salinus strain strain	betalactone	Others	Halobacillus salinus NZ_SRJC01.	
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region003	NZ_SRJC01000001	Halobacillus salinus strain strain	terpene	Terpene	Halobacillus salinus NZ_SRJC01.	
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000002.region001	NZ_SRJC01000002	Halobacillus salinus strain strain	siderophore	Others	Halobacillus salinus NZ_SRJC01.	
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000003.region001	NZ_FVYZ01000003	Halobacillus salinus strain strain	siderophore	Others	Halobacillus salinus NZ_FVYZ01.	
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region001	NZ_FVYZ01000004	Halobacillus salinus strain strain	T3PKS	PKSother	Halobacillus salinus NZ_FVYZ01.	
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region002	NZ_FVYZ01000004	Halobacillus salinus strain strain	betalactone	Others	Halobacillus salinus NZ_FVYZ01.	
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region003	NZ_FVYZ01000004	Halobacillus salinus strain strain	terpene	Terpene	Halobacillus salinus NZ_FVYZ01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000038.region001	NZ_ANPF01000038	Halobacillus sp. strain strain	LAP	RiPPs	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000051.region001	NZ_ANPF01000051	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000062.region001	NZ_ANPF01000062	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000065.region001	NZ_ANPF01000065	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000090.region001	NZ_ANPF01000090	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000121.region001	NZ_ANPF01000121	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_ANPF01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000074.region001	NZ_JRNX01000074	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000153.region001	NZ_JRNX01000153	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000164.region001	NZ_JRNX01000164	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000259.region001	NZ_JRNX01000259	Halobacillus sp. strain strain	RRE-containing	RiPPs	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000280.region001	NZ_JRNX01000280	Halobacillus sp. strain strain	RiPP-like	RiPPs	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000413.region001	NZ_JRNX01000413	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000441.region001	NZ_JRNX01000441	Halobacillus sp. strain strain	lassopeptide	RiPPs	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000837.region001	NZ_JRNX01000837	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JRNX01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region001	NZ_LSOC01000002	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region002	NZ_LSOC01000002	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region003	NZ_LSOC01000002	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region004	NZ_LSOC01000002	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region005	NZ_LSOC01000002	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000005.region001	NZ_LSOC01000005	Halobacillus sp. strain strain	LAP	RiPPs	Halobacillus sp. NZ_LSOC01.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region001	c00001_NZ_JADZ..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region002	c00001_NZ_JADZ..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region003	c00001_NZ_JADZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region004	c00001_NZ_JADZ..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region005	c00001_NZ_JADZ..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region006	c00001_NZ_JADZ..	Halobacillus sp. strain strain	RiPP-like	RiPPs	Halobacillus sp. NZ_JADZSC.	
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region001	c00001_NZ_JAFL..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region002	c00001_NZ_JAFL..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region003	c00001_NZ_JAFL..	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region004	c00001_NZ_JAFL..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00012_NZ_JAFL...region001	c00012_NZ_JAFL..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00012_NZ_JAFL...region002	c00012_NZ_JAFL..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00012_NZ_JAFL...region003	c00012_NZ_JAFL..	Halobacillus sp. strain strain	RiPP-like.LAP	RiPPs	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_017307035.prokka-c00017_NZ_JAFL...region001	c00017_NZ_JAFL..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAFLHE.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region001	c00001_NZ_JAIE..	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region002	c00001_NZ_JAIE..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region003	c00001_NZ_JAIE..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region004	c00001_NZ_JAIE..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region005	c00001_NZ_JAIE..	Halobacillus sp. strain strain	RiPP-like.LAP	RiPPs	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region006	c00001_NZ_JAIE..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region007	c00001_NZ_JAIE..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_019599545.prokka-c00004_NZ_JAIE...region001	c00004_NZ_JAIE..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAIEZV.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region001	NZ_CP095073.1	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region002	NZ_CP095073.1	Halobacillus sp. strain strain	RiPP-like.LAP	RiPPs	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region003	NZ_CP095073.1	Halobacillus sp. strain strain	NRPS	NRPS	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region004	NZ_CP095073.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region005	NZ_CP095073.1	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region006	NZ_CP095073.1	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region007	NZ_CP095073.1	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region008	NZ_CP095073.1	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region001	NZ_CP095074.1	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region002	NZ_CP095074.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region003	NZ_CP095074.1	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region004	NZ_CP095074.1	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region005	NZ_CP095074.1	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region001	NZ_CP095075.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region002	NZ_CP095075.1	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region003	NZ_CP095075.1	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CP0950.	
